Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 33_level_0_Matches,team,team_id,Playing Time_MP
Ian Maatsen,nl NED,DF,22.0,29.0,10,1139.0,12.7,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,2.7,3.6,31.0,50.0,104.0,0.08,0.16,0.24,0.08,0.24,0.07,0.22,0.28,0.07,0.28,Matches,Aston Villa,8602292d,
Marco Asensio,es ESP,MF,28.0,13.0,9,743.0,8.3,3.0,1.0,4.0,3.0,0.0,2.0,2.0,0.0,4.4,2.9,1.0,3.8,22.0,45.0,38.0,0.36,0.12,0.48,0.36,0.48,0.54,0.12,0.66,0.35,0.47,Matches,Aston Villa,8602292d,
Diego Carlos,br BRA,DF,31.0,10.0,8,830.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Aston Villa,8602292d,
Axel Disasi,fr FRA,DF,26.0,7.0,5,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,10.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,Matches,Aston Villa,8602292d,
Lamare Bogarde,nl NED,"DF,MF",20.0,8.0,5,476.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.2,12.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Aston Villa,8602292d,
Andrés García,es ESP,"DF,MF",21.0,7.0,5,318.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,26.0,15.0,28.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Aston Villa,8602292d,
Jáder Durán,co COL,FW,20.0,20.0,4,638.0,7.1,7.0,0.0,7.0,7.0,0.0,0.0,3.0,1.0,4.9,4.9,0.2,5.1,7.0,13.0,44.0,0.99,0.0,0.99,0.99,0.99,0.69,0.03,0.71,0.69,0.71,Matches,Aston Villa,8602292d,
Marcus Rashford,eng ENG,FW,26.0,10.0,4,444.0,4.9,2.0,2.0,4.0,1.0,1.0,1.0,0.0,0.0,3.1,2.3,2.3,4.5,22.0,13.0,42.0,0.41,0.41,0.81,0.2,0.61,0.62,0.46,1.08,0.46,0.92,Matches,Aston Villa,8602292d,
Ross Barkley,eng ENG,MF,30.0,20.0,3,581.0,6.5,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,1.8,1.8,0.6,2.4,15.0,36.0,10.0,0.46,0.15,0.62,0.46,0.62,0.27,0.1,0.37,0.27,0.37,Matches,Aston Villa,8602292d,
Jaden Philogene Bidace,eng ENG,"FW,MF",22.0,11.0,2,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.3,0.8,7.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.13,0.08,0.2,0.13,0.2,Matches,Aston Villa,8602292d,
Donyell Malen,nl NED,FW,25.0,14.0,2,305.0,3.4,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.2,2.2,0.2,2.4,12.0,6.0,30.0,0.89,0.0,0.89,0.89,0.89,0.64,0.05,0.69,0.64,0.69,Matches,Aston Villa,8602292d,
Robin Olsen,se SWE,GK,34.0,4.0,1,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,8602292d,
Kosta Nedeljković,rs SRB,DF,18.0,5.0,0,126.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Aston Villa,8602292d,
Emi Buendía,ar ARG,"MF,FW",27.0,12.0,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,0.0,0.7,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,0.62,0.6,0.62,Matches,Aston Villa,8602292d,
Benjamin Broggio,eng ENG,FW,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Joe Gauci,au AUS,GK,24.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Jamaldeen Jimoh,eng ENG,MF,17.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Sil Swinkels,nl NED,DF,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Kadan Young,eng ENG,MF,18.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Oliwier Zych,pl POL,GK,20.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Aston Villa,8602292d,
Squad Total,nan,nan,27.0,38.0,418,3420.0,38.0,56.0,45.0,101.0,53.0,3.0,6.0,76.0,4.0,56.1,51.3,41.7,93.0,720.0,1344.0,1331.0,1.47,1.18,2.66,1.39,2.58,1.48,1.1,2.57,1.35,2.45,nan,Aston Villa,8602292d,
Opponent Total,nan,nan,26.3,38.0,418,3420.0,38.0,51.0,36.0,87.0,49.0,2.0,3.0,104.0,2.0,50.1,47.8,36.4,84.2,688.0,1315.0,1292.0,1.34,0.95,2.29,1.29,2.24,1.32,0.96,2.28,1.26,2.22,nan,Aston Villa,8602292d,
Matz Sels,be BEL,GK,32.0,,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.4,0.4,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Nott'ham Forest,e4a775cb,38.0
Nikola Milenković,rs SRB,DF,26.0,,37,3330.0,37.0,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,4.0,4.0,1.1,5.1,3.0,51.0,6.0,0.14,0.05,0.19,0.14,0.19,0.11,0.03,0.14,0.11,0.14,Matches,Nott'ham Forest,e4a775cb,37.0
Murillo,br BRA,DF,22.0,,36,3188.0,35.4,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.4,1.4,1.2,2.6,22.0,115.0,5.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,Nott'ham Forest,e4a775cb,36.0
Ola Aina,ng NGA,DF,27.0,,35,2995.0,33.3,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.6,0.6,1.4,2.1,67.0,107.0,67.0,0.06,0.03,0.09,0.06,0.09,0.02,0.04,0.06,0.02,0.06,Matches,Nott'ham Forest,e4a775cb,35.0
Chris Wood,nz NZL,FW,32.0,,35,2959.0,32.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,13.4,11.0,2.6,13.6,14.0,42.0,94.0,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,Matches,Nott'ham Forest,e4a775cb,36.0
Morgan Gibbs-White,eng ENG,MF,24.0,,34,2803.0,31.1,7.0,8.0,15.0,7.0,0.0,0.0,11.0,1.0,6.3,6.3,5.0,11.2,69.0,164.0,136.0,0.22,0.26,0.48,0.22,0.48,0.2,0.16,0.36,0.2,0.36,Matches,Nott'ham Forest,e4a775cb,34.0
Elliot Anderson,eng ENG,MF,21.0,,33,2728.0,30.3,2.0,6.0,8.0,2.0,0.0,0.0,10.0,0.0,2.1,2.1,3.3,5.4,52.0,143.0,95.0,0.07,0.2,0.26,0.07,0.26,0.07,0.11,0.18,0.07,0.18,Matches,Nott'ham Forest,e4a775cb,37.0
Anthony Elanga,se SWE,"FW,MF",22.0,,31,2501.0,27.8,6.0,11.0,17.0,6.0,0.0,0.0,1.0,0.0,4.5,4.5,5.7,10.1,102.0,63.0,229.0,0.22,0.4,0.61,0.22,0.61,0.16,0.2,0.36,0.16,0.36,Matches,Nott'ham Forest,e4a775cb,38.0
Neco Williams,wls WAL,DF,23.0,,28,2594.0,28.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.3,2.3,1.6,3.9,68.0,89.0,103.0,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,Matches,Nott'ham Forest,e4a775cb,35.0
Callum Hudson-Odoi,eng ENG,"FW,MF",23.0,,25,2194.0,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.5,2.5,2.7,5.2,130.0,71.0,189.0,0.21,0.08,0.29,0.21,0.29,0.1,0.11,0.21,0.1,0.21,Matches,Nott'ham Forest,e4a775cb,31.0
Nicolás Domínguez,ar ARG,"MF,FW",26.0,,23,1963.0,21.8,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,1.3,2.8,16.0,83.0,33.0,0.0,0.05,0.05,0.0,0.05,0.07,0.06,0.13,0.07,0.13,Matches,Nott'ham Forest,e4a775cb,34.0
Ryan Yates,eng ENG,MF,26.0,,18,1915.0,21.3,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.3,2.3,1.2,3.5,18.0,53.0,16.0,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,Matches,Nott'ham Forest,e4a775cb,35.0
Álex Moreno,es ESP,"DF,MF",31.0,,11,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.3,1.4,26.0,34.0,34.0,0.0,0.09,0.09,0.0,0.09,0.02,0.12,0.13,0.02,0.13,Matches,Nott'ham Forest,e4a775cb,15.0
Ibrahim Sangaré,ci CIV,MF,26.0,,7,590.0,6.6,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,1.0,27.0,4.0,0.0,0.15,0.15,0.0,0.15,0.0,0.06,0.06,0.0,0.06,Matches,Nott'ham Forest,e4a775cb,13.0
Morato,br BRA,DF,23.0,,6,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.2,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Nott'ham Forest,e4a775cb,26.0
Jota Silva,pt POR,"FW,MF",24.0,,5,854.0,9.5,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.1,2.1,2.9,5.0,21.0,18.0,59.0,0.32,0.11,0.42,0.32,0.42,0.22,0.3,0.53,0.22,0.53,Matches,Nott'ham Forest,e4a775cb,31.0
James Ward-Prowse,eng ENG,MF,29.0,,5,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.2,1.0,16.0,3.0,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,Matches,Nott'ham Forest,e4a775cb,9.0
Danilo,br BRA,"MF,FW",23.0,,5,275.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,e4a775cb,8.0
Taiwo Awoniyi,ng NGA,FW,26.0,,3,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,6.0,7.0,20.0,0.22,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,Matches,Nott'ham Forest,e4a775cb,26.0
Ramón Sosa,py PAR,"FW,MF",24.0,,1,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,12.0,6.0,17.0,0.31,0.0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45,Matches,Nott'ham Forest,e4a775cb,19.0
Willy Boly,ci CIV,DF,33.0,,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Nott'ham Forest,e4a775cb,6.0
Harry Toffolo,eng ENG,DF,28.0,,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nott'ham Forest,e4a775cb,4.0
Eric da Silva Moreira,de GER,"MF,DF",18.0,,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nott'ham Forest,e4a775cb,2.0
Zach Abbott,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,e4a775cb,0.0
Wayne Hennessey,wls WAL,GK,37.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,e4a775cb,0.0
Carlos Miguel,br BRA,GK,25.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,e4a775cb,0.0
Andrew Omobamidele,ie IRL,DF,22.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nott'ham Forest,e4a775cb,0.0
Squad Total,nan,nan,26.1,,418,3420.0,38.0,57.0,42.0,99.0,54.0,3.0,3.0,90.0,2.0,45.5,43.2,33.0,76.2,633.0,1125.0,1117.0,1.5,1.11,2.61,1.42,2.53,1.2,0.87,2.07,1.14,2.0,nan,Nott'ham Forest,e4a775cb,38.0
Opponent Total,nan,nan,26.2,,418,3420.0,38.0,46.0,35.0,81.0,43.0,3.0,3.0,104.0,2.0,48.9,46.5,35.2,81.7,966.0,1886.0,1868.0,1.21,0.92,2.13,1.13,2.05,1.29,0.93,2.21,1.22,2.15,nan,Nott'ham Forest,e4a775cb,38.0
Bart Verbruggen,nl NED,GK,21.0,,36,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,Matches,Brighton,d07537b9,36.0
Jan Paul van Hecke,nl NED,DF,24.0,,33,2958.0,32.9,1.0,1.0,2.0,1.0,0.0,0.0,8.0,1.0,1.3,1.3,1.5,2.8,55.0,228.0,5.0,0.03,0.03,0.06,0.03,0.06,0.04,0.05,0.09,0.04,0.09,Matches,Brighton,d07537b9,34.0
Carlos Baleba,cm CMR,MF,20.0,,31,2661.0,29.6,3.0,1.0,4.0,3.0,0.0,0.0,8.0,1.0,3.1,3.1,1.3,4.4,43.0,118.0,29.0,0.1,0.03,0.14,0.1,0.14,0.1,0.05,0.15,0.1,0.15,Matches,Brighton,d07537b9,34.0
Kaoru Mitoma,jp JPN,"FW,MF",27.0,,28,2603.0,28.9,10.0,4.0,14.0,10.0,0.0,0.0,1.0,0.0,9.2,9.2,4.6,13.8,146.0,89.0,291.0,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,Matches,Brighton,d07537b9,36.0
Pervis Estupiñán,ec ECU,DF,26.0,,26,2402.0,26.7,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,1.2,1.2,2.1,3.3,59.0,132.0,112.0,0.04,0.04,0.07,0.04,0.07,0.04,0.08,0.12,0.04,0.12,Matches,Brighton,d07537b9,30.0
Danny Welbeck,eng ENG,FW,33.0,,24,2115.0,23.5,10.0,4.0,14.0,9.0,1.0,1.0,5.0,0.0,9.6,8.8,1.4,10.1,21.0,47.0,95.0,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,Matches,Brighton,d07537b9,30.0
Lewis Dunk,eng ENG,DF,32.0,,23,2083.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,0.5,1.3,20.0,142.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Brighton,d07537b9,25.0
João Pedro,br BRA,"FW,MF",22.0,,23,1948.0,21.6,10.0,6.0,16.0,5.0,5.0,5.0,4.0,1.0,8.9,5.0,5.0,10.0,66.0,78.0,128.0,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,Matches,Brighton,d07537b9,27.0
Yasin Ayari,se SWE,MF,20.0,,22,1965.0,21.8,2.0,1.0,3.0,2.0,0.0,0.0,3.0,0.0,2.4,2.4,2.3,4.8,30.0,75.0,61.0,0.09,0.05,0.14,0.09,0.14,0.11,0.11,0.22,0.11,0.22,Matches,Brighton,d07537b9,34.0
Jack Hinshelwood,eng ENG,"MF,DF",19.0,,22,1842.0,20.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,2.7,2.7,1.5,4.2,19.0,68.0,54.0,0.24,0.1,0.34,0.24,0.34,0.13,0.07,0.21,0.13,0.21,Matches,Brighton,d07537b9,26.0
Yankuba Minteh,gm GAM,"FW,MF",20.0,,20,1838.0,20.4,6.0,4.0,10.0,6.0,0.0,0.0,6.0,0.0,4.1,4.1,5.0,9.1,90.0,48.0,201.0,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44,Matches,Brighton,d07537b9,32.0
Joël Veltman,nl NED,DF,32.0,,19,1697.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,0.5,0.5,0.9,32.0,85.0,34.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,Matches,Brighton,d07537b9,21.0
Georginio Rutter,fr FRA,"MF,FW",22.0,,19,1656.0,18.4,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,4.6,4.6,2.5,7.1,42.0,67.0,79.0,0.27,0.16,0.43,0.27,0.43,0.25,0.14,0.39,0.25,0.39,Matches,Brighton,d07537b9,28.0
Simon Adingra,ci CIV,"FW,MF",22.0,,12,1097.0,12.2,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,2.5,4.9,50.0,18.0,136.0,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,Matches,Brighton,d07537b9,29.0
Matt O'Riley,dk DEN,MF,23.0,,11,938.0,10.4,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,2.8,2.0,2.4,4.4,22.0,38.0,52.0,0.19,0.19,0.38,0.1,0.29,0.27,0.23,0.5,0.2,0.42,Matches,Brighton,d07537b9,21.0
Adam Webster,eng ENG,DF,29.0,,11,887.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.5,0.7,8.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.08,0.03,0.08,Matches,Brighton,d07537b9,14.0
Mats Wieffer,nl NED,"DF,MF",24.0,,10,1015.0,11.3,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.8,0.8,1.6,2.4,18.0,62.0,23.0,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,Matches,Brighton,d07537b9,25.0
Igor,br BRA,DF,26.0,,10,961.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.2,0.2,9.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Brighton,d07537b9,13.0
Tariq Lamptey,gh GHA,DF,23.0,,10,860.0,9.6,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,0.8,1.2,32.0,14.0,45.0,0.21,0.21,0.42,0.21,0.42,0.04,0.08,0.12,0.04,0.12,Matches,Brighton,d07537b9,15.0
Brajan Gruda,de GER,"MF,FW",20.0,,8,687.0,7.6,1.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,2.1,3.3,22.0,26.0,57.0,0.13,0.52,0.66,0.13,0.66,0.16,0.28,0.43,0.16,0.43,Matches,Brighton,d07537b9,21.0
Ferdi Kadioglu,tr TUR,"DF,MF",24.0,,5,385.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.2,0.6,1.0,15.0,27.0,0.23,0.0,0.23,0.23,0.23,0.1,0.04,0.14,0.1,0.14,Matches,Brighton,d07537b9,6.0
Diego Gómez,py PAR,MF,21.0,,4,516.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9,0.9,0.7,1.6,8.0,27.0,23.0,0.17,0.0,0.17,0.17,0.17,0.15,0.13,0.28,0.15,0.28,Matches,Brighton,d07537b9,16.0
James Milner,eng ENG,MF,38.0,,3,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4,1.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,Matches,Brighton,d07537b9,4.0
Julio Enciso,py PAR,"MF,FW",20.0,,2,294.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,1.2,11.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.31,0.07,0.38,0.31,0.38,Matches,Brighton,d07537b9,12.0
Evan Ferguson,ie IRL,FW,19.0,,2,246.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,1.0,2.0,1.0,9.0,0.37,0.0,0.37,0.37,0.37,0.2,0.15,0.35,0.2,0.35,Matches,Brighton,d07537b9,13.0
Jason Steele,eng ENG,GK,33.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton,d07537b9,2.0
Solly March,eng ENG,"FW,MF",30.0,,1,168.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.3,0.4,5.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19,Matches,Brighton,d07537b9,8.0
Billy Gilmour,sct SCO,MF,23.0,,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Matches,Brighton,d07537b9,2.0
Eiran Cashin,ie IRL,DF,22.0,,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton,d07537b9,2.0
Jakub Moder,pl POL,MF,25.0,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1.45,0.0,1.45,Matches,Brighton,d07537b9,4.0
Jeremy Sarmiento,ec ECU,MF,22.0,,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton,d07537b9,1.0
Harry Howell,eng ENG,FW,15.0,,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brighton,d07537b9,1.0
Valentín Barco,ar ARG,"DF,MF",20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Killian Cahill,ie IRL,GK,20.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Joe Knight,eng ENG,MF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Ruairi Mcconville,nir NIR,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Mark O'Mahony,ie IRL,FW,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Carl Rushworth,eng ENG,GK,23.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Imari Samuels,eng ENG,DF,21.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Freddie Simmonds,eng ENG,DF,16.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Jacob Slater,ie IRL,DF,19.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Charlie Tasker,eng ENG,DF,18.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Brighton,d07537b9,0.0
Squad Total,nan,nan,24.8,,418,3420.0,38.0,64.0,41.0,105.0,57.0,7.0,7.0,78.0,3.0,58.7,53.3,40.4,93.7,816.0,1539.0,1522.0,1.68,1.08,2.76,1.5,2.58,1.54,1.06,2.61,1.4,2.47,nan,Brighton,d07537b9,38.0
Opponent Total,nan,nan,26.2,,418,3420.0,38.0,57.0,39.0,96.0,48.0,9.0,9.0,93.0,5.0,54.6,47.7,41.3,88.9,607.0,1209.0,1196.0,1.5,1.03,2.53,1.26,2.29,1.44,1.09,2.52,1.25,2.34,nan,Brighton,d07537b9,38.0
Milos Kerkez,hu HUN,DF,20.0,38.0,38,3336.0,37.1,2.0,5.0,7.0,2.0,0.0,0.0,4.0,0.0,0.6,0.5,3.9,4.4,106.0,159.0,197.0,0.05,0.13,0.19,0.05,0.19,0.02,0.1,0.12,0.01,0.12,Matches,Bournemouth,4ba7cbea,
Antoine Semenyo,gh GHA,FW,24.0,37.0,36,3203.0,35.6,11.0,5.0,16.0,11.0,0.0,0.0,9.0,0.0,10.0,10.0,5.8,15.8,140.0,109.0,282.0,0.31,0.14,0.45,0.31,0.45,0.28,0.16,0.44,0.28,0.44,Matches,Bournemouth,4ba7cbea,
Illia Zabarnyi,ua UKR,DF,21.0,36.0,35,3109.0,34.5,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.3,1.3,0.7,2.0,27.0,140.0,4.0,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,Matches,Bournemouth,4ba7cbea,
